Date,district_EN,subdistrict_EN,subdistrict_ZH,street_EN,street_ZH,building_name_EN,building_name_ZH,property_type_EN,property_type_ZH,floor_ZH,unit_ZH,site_area_EN,existing_gfa_breakdown,existing_gfa_total,txn_amt, unit_rate_1 ,potential_gfa,av,planning_use_ZH,photo_name,vendor_ZH,buyer_ZH,remark,link,Column1,_longitude_lands,_latitude_lands,_easting_lands,_northing_lands,longitude_lands,latitude_lands,easting_lands,northing_lands
31/12/2021,HK,SKW,筲箕灣,8 A Kung Ngam Village Road,阿公岩村道8號,Elegance Printing Centre,精雅印刷集團大廈,Industrial Building,工業大廈,全幢,,,"69,680",69680,500,"7,175.66",NA,NA,其他指定用途,akungngamvillageroad8.jpg,MR TANG,STRG PROPCO C LIMITED,,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/696973/%E9%84%A7%E6%88%90%E6%B3%A2%E7%AD%B2%E7%AE%95%E7%81%A3%E5%85%A8%E5%B9%A2%E5%B7%A5%E5%BB%88%E7%8D%B25%E5%84%84%E6%B4%BD%E8%B3%BC-%E6%B6%88%E6%81%AF%E6%8C%87%E4%BA%A4%E6%98%93%E6%9A%AB%E6%9C%AA%E8%90%BD%E5%AF%A6,,114.2324,22.2815,841990.3,815848.2,114.2324,22.2815,841990.3,815848.2
8/1/2019,HK,ABD,香港仔,322 Ap Lei Chau Bridge Road,鴨利洲橋道322號,Lei Yee House,利怡樓,Shop,商舖,全幢,,,"46,779",46779,1041,"22,253.58",NA,NA,住宅（甲類）,apleichaubridgeroad322.jpg,無原業主資料,CENTURY WORLD LIMITED,,,,114.1486,22.2447,833353.4,811772.4,114.1486,22.2447,833353.4,811772.4
7/2/2020,HK,CRL,中環,2 Arbuthnot Road,亞畢諾道2號,Ovolo,,Hotel,酒店,全幢,,,"30,949",30949,523,"16,898.77",NA,NA,住宅（甲類）,arbuthnotroad2.jpg,MS LAW,SPEEDY BILLION LIMITED,,,,114.1546,22.2803,833972.4,815714.4,114.1546,22.2803,833972.4,815714.4
9/3/2018,HK,CRL,中環,68 Bonham Road,般咸道68號,Wilton Place,蔚庭軒,Shop,商舖,地下,3,NA,"3,500",3500,105,"30,000.00",NA,NA,住宅（甲類）,bonhamroad68.jpg,MR TING,MEDIEVAL TRADING LIMITED,銀行,,,114.1428,22.2842,832756.5,816146.5,114.1428,22.2842,832756.5,816146.5
14/9/2018,HK,SWA,上環,96 Bonham Strand,文咸東街96號,,,Composite Building,商住大廈,全幢,,,"4000
1600",5600,138,"24,642.86",NA,NA,商業,bonhamstrand96.jpg,MR NG,EVW LIMITED,,https://hk.on.cc/hk/bkn/cnt/finance/20180814/bkn-20180814185957079-0814_00842_001.html,,114.1503,22.2862,833529.4,816367.8,114.1503,22.2862,833529.4,816367.8
11/5/2020,HK,SWA,上環,98 Bonham Strand,文咸東街98號,,,Composite Building,商住大廈,全幢,,,"1500
900",2400,155,"64,583.33",NA,NA,商業,bonhamstrand98.jpg,MS LOK,CERANA LIMITED,,,,114.1503,22.2862,833529.4,816367.8,114.1503,22.2862,833529.4,816367.8
8/12/2021,HK,WCI,灣仔,15 Canal Road West,堅拿道西15號,Wing Tak Mansion,永德大廈,Shop,商舖,地下,"G08,09 ",NA,"1,000",1000,160,"160,000.00",NA,NA,其他指定用途,canalroadwest15.jpg,教協,VITAL LIVING ALLIANCE LIMITED,餐廳,,,114.1808,22.278,836672.6,815459.6,114.1808,22.278,836672.6,815459.6
27/9/2019,HK,WES,西環,47 Catchick Street,吉席街47號,Kuk Fung Building,吉豐大廈,Composite Building,商住大廈,全幢,,5294,NA,NA,665, NA ,"49,446",13449.02,住宅（甲類）,catchickstreet47.jpg,Mr YEUNG,Mr YEUNG,,https://ps.hket.com/article/1981213,,114.1276,22.2831,831190,816025.2,114.1276,22.2831,831190,816025.2
30/3/2021,HK,WES,西環,93-95 Catchick Street,吉席街93-95號,,,CAP545,強拍,全幢,,"2,182",,,190,,"19,600",9694,住宅（甲類）,catchickstreet93-95.jpg,無原業主資料,永義國際,強拍，地積比率約9倍,https://ps.hket.com/article/2897107,,114.1269,22.2832,831117.8,816036.3,114.1269,22.2832,831117.8,816036.3
27/9/2019,HK,CWA,柴灣,341-343A Chai Wan Road,柴灣道341-343（A）號,Tak Hay House,德禧樓,Shop,商舖,地下,1,NA,"4,600",4600,120,"26,086.96",NA,NA,住宅（甲類）,chaiwanroad341-343a.jpg,無原業主資料,Mr EDWIN LEONG SIU HUNG,,,,114.2399,22.2641,842764.1,813921.7,114.2399,22.2641,842764.1,813921.7
10/11/2020,HK,WES,西環,92 Connaught Road West,干諾道西92號,,,Shop,商舖,地下,全層,NA,"1,400",1400,65,"46,428.57",NA,NA,商業,connaughtroadwest92.jpg,FLOURISH DAY GROUP LIMITED,GRAND CONNAUGHT COMPANY LIMITED,,https://ps.hket.com/article/2868870,,114.1455,22.2882,833034.8,816589.4,114.1455,22.2882,833034.8,816589.4
10/11/2020,HK,WES,西環,94-95 Connaught Road West,干諾道西94-95號,,,Hotel,酒店,全幢,,,"37,939",37939,173.21,"4,565.49",NA,NA,商業,connaughtroadwest94-95.jpg,Mr EDWIN LEONG SIU HUNG,GRAND CONNAUGHT COMPANY LIMITED,,https://ps.hket.com/article/2868870,,114.1453,22.2882,833014.2,816589.4,114.1453,22.2882,833014.2,816589.4
17/6/2020,HK,WES,西環,99-103A Connaught Road West,干諾道西99-103A號,,,Composite Building,商住大廈,全幢,,"5,000",NA,NA,1849.7, NA ,"75,000","24,662.67",商業,connaughtroadwest99-103a.jpg,SWIFT CHINA LIMITED,SWIFT CHINA LIMITED,,https://hk.on.cc/hk/bkn/cnt/finance/20220329/bkn-20220329152427175-0329_00842_001.html,,114.1452,22.2883,833003.9,816600.5,114.1452,22.2883,833003.9,816600.5
16/11/2021,HK,CRL,中環,17-19 D'Aguilar Street,德己立街17-19號,Tak Woo House,德和大廈,Shop,商舖,地下,"1,1A",NA,"1,500",1500,183,"122,000.00",NA,NA,商業 (4),daguilarstreet17-19.jpg,LAI WING TO,SUNSHINE PROSPECT LIMITED,餐廳,https://ps.hket.com/article/3108655,,114.1555,22.2813,834065.2,815825.2,114.1555,22.2813,834065.2,815825.2
27/4/2022,HK,CRL,中環,2-12 D'Aguilar Street,德己立街2-12號,Yip Fung Building,業豐大廈,Shop,商舖,"地下
入則閣","NO.6
NO.2-6",NA,"700
4500",5200,165,"31,730.77",NA,NA,商業,daguilarstreet2-12.jpg,MR YEUNG,D'AGUILAR INVESTMENTS LIMITED,,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/763938/%E4%BD%8F%E5%A5%BD%E5%95%B2-%E5%89%B5%E8%BE%A6%E4%BA%BA%E6%A5%8A%E5%BF%97%E8%B6%851-65%E5%84%84%E8%B2%B7%E4%B8%AD%E7%92%B0%E5%BE%B7%E5%B7%B1%E7%AB%8B%E8%A1%97%E8%88%96,,114.1561,22.2814,834127.1,815836.2,114.1561,22.2814,834127.1,815836.2
25/11/2019,HK,CRL,中環,27-39 D'Aguilar Street,德己立街27-39號,Winner Building Block A,榮華大廈A座,Shop,商舖,地下,C,NA,"1,200",1200,184.56,"153,800.00",NA,NA,商業（4）,daguilarstreet27-39.jpg,MS LEE,MS LEE,,,,114.1552,22.2809,834034.3,815780.9,114.1552,22.2809,834034.3,815780.9
22/11/2021,HK,WES,西環,11-29 Davis Street,爹核士街11-29號,On Fat Building,安發大廈,Shop,商舖,"地下
一樓
平台",全層,NA,"7,365
4,071
1,271",12707,392,"30,839.14",NA,NA,住宅（甲類）,davisstreet11-29.jpg,WILLIAM LAU,HENLORD LIMITED,,,,114.1268,22.2818,831107.5,815881.2,114.1268,22.2818,831107.5,815881.2
4/11/2021,HK,WES,西環,1B-1E Davis Street,爹核士街1B-1E號,Grand Fortune Mansion,裕福大廈,Composite Building,商住大廈,全幢,,NA,"2,100",2100,463.88,"220,895.24",NA,NA,住宅（甲類）,davisstreet1b-1e.jpg,Mr CHAN,SUCCESS MARK INVESTMENTS LIMITED,,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/593192/%E8%88%8A%E6%A8%93%E5%BC%B7%E6%8B%8D-%E6%B0%B8%E7%BE%A9%E5%9C%8B%E9%9A%9B%E5%BA%95%E5%83%B91-9%E5%84%84%E7%B5%B1%E4%B8%80%E5%A0%85%E5%B0%BC%E5%9C%B0%E5%9F%8E%E5%90%89%E5%B8%AD%E8%A1%97%E8%88%8A%E6%A8%93,,114.1268,22.2836,831107.6,816080.5,114.1268,22.2836,831107.6,816080.5
4/11/2021,HK,WES,西環,1B-1E Davis Street,爹核士街1B-1E號,Grand Fortune Mansion,裕福大廈,Composite Building,商住大廈,全幢,,NA,"6,170",6170,319,"51,701.78",NA,NA,住宅（甲類）,davisstreet1b-1e.jpg,Mr CHAN,SUCCESS MARK INVESTMENTS LIMITED,,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/593192/%E8%88%8A%E6%A8%93%E5%BC%B7%E6%8B%8D-%E6%B0%B8%E7%BE%A9%E5%9C%8B%E9%9A%9B%E5%BA%95%E5%83%B91-9%E5%84%84%E7%B5%B1%E4%B8%80%E5%A0%85%E5%B0%BC%E5%9C%B0%E5%9F%8E%E5%90%89%E5%B8%AD%E8%A1%97%E8%88%8A%E6%A8%93,,114.1268,22.2836,831107.6,816080.5,114.1268,22.2836,831107.6,816080.5
18/7/2019,HK,WES,西環,1E Davis Street,爹核士街1E號,Grand Fortune Mansion,裕福大廈,Shop,商舖,全幢,,NA,"1,100",1100,140,"127,272.73",NA,NA,住宅（甲類）,davisstreet1e.jpg,MR LEE,EXTRA GLORY LIMITED,,,,114.1268,22.2833,831107.5,816047.3,114.1268,22.2833,831107.5,816047.3
24/4/2018,HK,WES,西環,24-26A Davis Street,爹核士街24-26A號,Wing Shing Building,永勝樓,Composite Building,商住大廈,全幢,,2517,NA,NA,125, NA ,"21,000",5952.38,住宅（甲類）,davisstreet24-26a.jpg,MS TSANG,FAME MASTER LIMITED,,https://finance.mingpao.com/fin/dailyp/20180425/1524597458976/%E8%8B%B1%E7%9A%872-5%E5%84%84%E6%94%B6%E8%B3%BC%E7%88%B9%E6%A0%B8%E5%A3%AB%E8%A1%97%E5%94%90%E6%A8%93,,114.1269,22.2818,831117.8,815881.2,114.1269,22.2818,831117.8,815881.2
1/9/2021,HK,CRL,中環,113 Des Voeux Road Central ,德輔道中113號,Far East Consortium Building,遠東發展大廈,Shop,商舖,地下,全層,NA,"1,161",1161,115,"99,052.54",NA,NA,商業,desvoeuxroadcentral113.jpg,CHU KAM TING,CINEMA DEVELOPMENT COMPANY LTD,,https://www.midlandici.com.hk/ics/property/article/detail/32790,,114.1555,22.2851,834065.3,816246,114.1555,22.2851,834065.3,816246
9/3/2022,HK,CRL,中環,141 Des Voeux Road Central,德輔道中141號,China Insurance Group Building,中保集團大廈,Shop,商舖,地下,B,NA,"3,805",3805,208,"54,664.91",NA,NA,商業,desvoeuxroadcentral141.jpg,MS HUI,Y & K HOLDING COMPANY LIMITED,,https://news.mingpao.com/pns/%E7%B6%93%E6%BF%9F/article/20220304/s00004/1646330951650/%E4%B8%AD%E4%BF%A1%E9%80%BE2%E5%84%84%E6%B2%BD%E5%BE%B7%E8%BC%94%E9%81%93%E4%B8%AD%E8%88%96-%E6%8C%81%E8%B2%A837%E5%B9%B4%E5%B8%B3%E9%9D%A2%E7%8D%B2%E5%88%A91-7%E5%84%84,,114.155,22.2854,834013.8,816279.2,114.155,22.2854,834013.8,816279.2
15/6/2018,HK,CRL,中環,212-214 Des Voeux Road Central,德輔道中212-214號,Des Voeux Commercial Centre,德輔商業中心,Shop,商舖,全幢,,NA,"15,000",15000,350,"23,333.33",NA,NA,商業,desvoeuxroadcentral212-214.jpg,MRS FUNG,HIGH GLORY DEVELOPMENT LIMITED,,http://www1.hkej.com/dailynews/articlePrint/id/1867928,,114.153,22.2861,833807.7,816356.7,114.153,22.2861,833807.7,816356.7
17/11/2021,HK,CRL,中環,25-27A Des Voeux Road Central,德輔道中25-27A號,On Lok Yuen Building,安樂園大廈,Shop,商舖,"地下
入則閣",全層,NA,"1,330
1,387",2717,195,"71,770.33",NA,NA,商業,desvoeuxroadcentral25-27a.jpg,MR TANG,PLY INVESTMENTS LIMITED,,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/701926/%E4%B8%AD%E7%92%B0%E5%BE%B7%E8%BC%94%E9%81%93%E4%B8%AD%E5%9C%B0%E8%88%961-95%E5%84%84%E6%B2%BD-%E5%98%89%E9%A0%93%E5%AE%B6%E6%97%8F%E6%88%90%E5%93%A1%E6%89%BF%E6%8E%A5,,114.1573,22.2828,834250.7,815991.2,114.1573,22.2828,834250.7,815991.2
11/6/2020,HK,WES,西環,326-332 Des Voeux Road West,德輔道西326-332號,On Hing Building,安慶樓,CAP545,強拍,全幢,,6172,,,700,,53700,13035,住宅（甲類）,desvoeuxroadwest326-332.jpg,無原業主資料,大鴻輝 (SUPREME PROFILE LIMITED),強拍，地積比率約8.7倍,https://ps.hket.com/article/2648235,,114.1387,22.2875,832334,816512.1,114.1387,22.2875,832334,816512.1
7/1/2022,HK,WES,西環,442 Des Voeux Road West,德輔道西442號,Mei Sun Lau,美新樓,Shop,商舖,"地下
一樓
二樓
平台","A1-13, B1-8

A4
",NA,"8,061
7,500
366
3,600",19527,154.8,"7,927.49",NA,NA,住宅（甲類）,desvoeuxroadwest442.jpg,MR SO ,TAKE TALENT LIMITED,,,,114.1338,22.2868,831829,816434.7,114.1338,22.2868,831829,816434.7
5/11/2020,HK,WES,西環,80-92 Des Voeux Road West,德輔道西80-92號,Princeton Tower,普頓臺,Shop,商舖,地下,1,NA,"5,257",5257,108,"20,544.04",NA,NA,商業,desvoeuxroadwest80-92.jpg,KU'S INVESTMENT COMPANY LIMITED,DIGNITY ENTERPRISES LIMITED,,,,114.146,22.2875,833086.3,816511.9,114.146,22.2875,833086.3,816511.9
13/8/2020,HK,WES,西環,99 Des Voeux Road West,德輔道西99-101號,,,CAP545,強拍,全幢,,2103,"1,000",1000,302,,31545,9574,商業,desvoeuxroadwest99.jpg,無原業主資料,大鴻輝 (GRAND CONNAUGHT COMPANY LIMITED),強拍,https://ps.hket.com/article/2707962,,114.1451,22.2879,832993.6,816556.2,114.1451,22.2879,832993.6,816556.2
2/7/2021,HK,CRL,中環,24 Elgin Street,伊利近街24號,,,Composite Building,商住大廈,全幢,,NA,"2,872",2872,100,"34,818.94",NA,NA,住宅（甲類）(12),elginstreet24.jpg,Miss KAM / SUEN / LING,THE SINGING MACHINE COMPANY LIMITED,,https://www2.hkej.com/property/article/id/2505338/%E4%B8%AD%E7%92%B0%E4%BC%8A%E5%88%A9%E8%BF%91%E8%A1%97%E5%85%A8%E5%B9%A2%E7%89%A9%E6%A5%AD%E6%94%BE%E5%94%AE,,114.1524,22.2818,833745.7,815880.6,114.1524,22.2818,833745.7,815880.6
2/12/2019,HK,CRL,中環,41 Elgin Street,伊利近街41號,Elgin Building,伊利樓,Shop,商舖,"地下
入則閣",B,NA,"2000
1300",3300,137.3,"41,606.06",NA,NA,住宅（甲類）,elginstreet41.jpg,MS JOSEPHINE CHUN,JUMBO HONEST LIMITED,,https://ps.hket.com/article/2510776,,114.1524,22.2817,833745.7,815869.5,114.1524,22.2817,833745.7,815869.5
28/11/2018,HK,CRL,中環,43 Elgin Street,伊利近街43號,Elgin Building,伊利樓,Shop,商舖,地下,A,NA,"1,600",1600,105,"65,625.00",NA,NA,住宅（甲類）,elginstreet43.jpg,MR WONG,JUMBO HONEST LIMITED,,,,114.1524,22.2817,833745.7,815869.5,114.1524,22.2817,833745.7,815869.5
10/11/2021,HK,WES,西環,8 First Street,第一街8號,Island Crest,縉城峰,Shop,商舖,"地下
一樓
二樓",全層,NA,"5,182
3,041
7,668",15891,350,"22,025.05",NA,NA,住宅（甲類）(22),firststreet8.jpg,MS KIMMY LAU,GREAT PACIFIC DEVELOPMENT LIMITED,,,,114.1429,22.2864,832766.8,816390.1,114.1429,22.2864,832766.8,816390.1
12/8/2020,HK,CRL,中環,16 Gage Street,結志街16號,,,Composite Building,商住大廈,全幢,,NA,"1,200",1200,332,"276,666.67",NA,NA,住宅（甲類）（9）,gagestreet16.jpg,無原業主資料,FAVOUR DAY LIMITED,,,,114.1535,22.2831,833859.1,816024.5,114.1535,22.2831,833859.1,816024.5
19/10/2021,HK,CRL,中環,5 Glenealy,己連拿利5號,,,Composite Building,商住大廈,全幢,,NA,"2,000",2000,574.56,"287,280.00",NA,NA,住宅（甲類）,glenealy5.jpg,WHITE PACIFIC LIMITED,MILLION BASE PROPERTIES LIMITED,,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/677790/%E8%8F%AF%E6%87%8B%E5%85%A9%E4%BD%8F%E5%AE%85%E7%9B%A4%E7%8D%B2%E6%89%B9%E5%9C%96%E5%89%87-%E7%9B%88%E5%A4%A7%E5%B7%B1%E9%80%A3%E6%8B%BF%E5%88%A9%E5%9C%B0%E7%9B%A4%E5%87%86%E5%BB%BA30%E5%B1%A4%E5%95%86%E4%BD%8F%E6%A8%93,,114.1551,22.2796,834024,815636.9,114.1551,22.2796,834024,815636.9
19/10/2021,HK,CRL,中環,6 Glenealy,己連拿利6號,,,Composite Building,商住大廈,全幢,,NA,"95,356",95356,392.3,"4,114.06",NA,NA,住宅（甲類）,glenealy6.jpg,無原業主資料,MILLION BASE PROPERTIES LIMITED,,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/677790/%E8%8F%AF%E6%87%8B%E5%85%A9%E4%BD%8F%E5%AE%85%E7%9B%A4%E7%8D%B2%E6%89%B9%E5%9C%96%E5%89%87-%E7%9B%88%E5%A4%A7%E5%B7%B1%E9%80%A3%E6%8B%BF%E5%88%A9%E5%9C%B0%E7%9B%A4%E5%87%86%E5%BB%BA30%E5%B1%A4%E5%95%86%E4%BD%8F%E6%A8%93,,114.155,22.2795,834013.7,815625.8,114.155,22.2795,834013.7,815625.8
21/6/2022,HK,WCI,灣仔,103 Hennessy Road,軒尼詩道103號,Yue Hing Building,越興大廈,Shop,商舖,地下,全層,NA,"2,280",2280,106,"46,491.23",NA,NA,商業,hennessyroad103.jpg,MR WU,RED SUMMIT INTERNATIONAL LIMITED,,,,114.1721,22.2777,835776,815426.4,114.1721,22.2777,835776,815426.4
4/11/2021,HK,CAB,銅鑼灣,470 Hennessy Road,軒尼詩道470號,Kin Tak Fung Commercial Building,建德豐商業大廈,Composite Building,商住大廈,全幢,,NA,"5,800",5800,199,"34,310.34",NA,NA,商業,hennessyroad470.jpg,MR TANG,BANK OF CHINA (HONG KONG) LIMITED,,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/697291/%E4%B8%AD%E9%8A%80%E9%A6%99%E6%B8%AF1-99%E5%84%84%E8%B3%BC%E8%BB%92%E5%B0%BC%E8%A9%A9%E9%81%93%E5%85%A8%E5%B9%A2%E5%95%86%E4%BD%8F%E7%89%A9%E6%A5%AD-%E6%96%99%E8%88%87%E6%AF%97%E9%80%A3%E5%9C%B0%E7%9B%A4%E5%90%88%E4%BD%B5%E9%87%8D%E5%BB%BA,,114.1822,22.2799,836816.9,815670,114.1822,22.2799,836816.9,815670
2/5/2018,HK,ABD,香港仔,2 Heung Yip Road,香葉道2號,One Island South,,Shop,商舖,"地下
一樓
二樓
其他樓層
其他",全層,NA,"15000
15000
15000
30000
30000",105000,754.1,"10,054.67",NA,NA,其他指定用途,heungyiproad2.jpg,無原業主資料,TRISTAR CAPITAL LIMITED,,,,114.169,22.2486,835456.3,812204,114.169,22.2486,835456.3,812204
22/7/2021,HK,ABD,香港仔,28 Heung Yip Road,香葉道28號,Vertical Sq,嘉尚匯,Commercial Building,商業大廈,全幢,,,,,2400,,,,其他指定用途,heungyiproad28.jpg,無原業主資料,VERTICAL SQ LIMITED,內部轉讓,,,114.1656,22.248,835105.8,812137.6,114.1656,22.248,835105.8,812137.6
20/4/2021,HK,CRL,中環,151-155 Hollywood Road,荷里活道151-155號,Centre Hollywood,,Commercial Building,商業大廈,全幢,,NA,"32727
28962",61689,540,"8,753.59",NA,NA,住宅（甲類）（8）,hollywoodroad151-155.jpg,Mr DONALD CHEUNG,HAPPY RAIN LIMITED,,,,114.1506,22.2841,833560.3,816135.3,114.1506,22.2841,833560.3,816135.3
1/8/2019,HK,CRL,中環,15-19 Hollywood Road,荷里活道15-19號,Au'S Building,歐士大廈,Shop,商舖,"低層地下
高層地下
入則閣","A, B
B, C
B, C",NA,"2000
2000
1100",5100,335,"65,686.27",NA,NA,商業,hollywoodroad15-19.jpg,MR AU,LUCKY PHOENIX LIMITED,,https://ps.hket.com/article/2416072,,114.1541,22.282,833920.9,815902.7,114.1541,22.282,833920.9,815902.7
19/7/2021,HK,CRL,中環,35-37 Holywood Road,荷里活道35-37號,C Wisdom Centre,泉威中心,Commercial Building,商業大廈,全幢,,NA,"23,889",23889,432,"18,083.64",NA,NA,住宅（甲類）,holywoodroad35-37.jpg,MS WONG,EASE KING INVESTMENT LIMITED,,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/638195/%E7%99%BE%E6%AD%B2%E4%BA%BA%E7%91%9E4-3%E5%84%84%E6%B2%BD%E4%B8%AD%E7%92%B0%E5%8D%8A%E5%B1%B1%E5%85%A8%E5%B9%A2%E8%BF%B7%E4%BD%A0%E5%95%86%E5%BB%88,,114.1536,22.2822,833869.4,815924.9,114.1536,22.2822,833869.4,815924.9
27/11/2018,HK,WCI,灣仔,216-218 Jaffe Road,謝斐道216-218號,,,Shop,商舖,地下,216-220,NA,"2,850",2850,228,"80,000.00",NA,NA,商業,jafferoad216-218.jpg,MR LAI,DELIGHT LAND INVESTMENTS LIMITED,,https://hk.on.cc/hk/bkn/cnt/finance/20181127/bkn-20181127193033571-1127_00842_001.html,,114.1759,22.2788,836167.6,815548.2,114.1759,22.2788,836167.6,815548.2
8/7/2019,HK,WCI,灣仔,250-274 Jaffe Road,謝斐道250-274號,Tonnochy Towers,杜智臺,Shop,商舖,"地下
一樓
二樓","1-10 (G/F）
1-16 (2/F）",NA,"9886
13260
12540",35686,892,"24,995.80",NA,NA,商業,jafferoad250-274.jpg,KINGDOM POWER DEVELOPMENT LIMITED,VALUE WONDER INVESTMENT LIMITED,,,,114.1772,22.2791,836301.6,815581.4,114.1772,22.2791,836301.6,815581.4
12/10/2018,HK,WCI,灣仔,189-189A Johnston Road,莊士敦道189-189A號,Senior Building,勝意大廈,Commercial Building,商業大廈,全幢,,NA,"9,636",9636,160,"16,604.40",NA,NA,商業,johnstonroad189-189a.jpg,MS WONG,ON HARVEST ENTERPRISES LIMITED,,,,114.1751,22.277,836085.1,815348.9,114.1751,22.277,836085.1,815348.9
10/8/2021,HK,SKW,筲箕灣,17-19 Kam Wa Street,金華街17-19號,,,Site,地盤,全幢,,"1,800",NA,NA,297.81, NA ,"16,500",18049.09,住宅（甲類）,kamwastreet17-19.jpg,MR LAW,LAND GLORY HOLDINGS LIMITED,地積比率約9倍,https://sina.com.hk/news/article/20190222/0/2/4/%E7%AD%B2%E7%AE%95%E7%81%A3%E8%88%8A%E6%A8%934-3%E5%84%84%E6%98%93%E6%89%8B-9802942.html,,114.2298,22.278,841722.5,815460.5,114.2298,22.278,841722.5,815460.5
16/5/2019,HK,WCI,灣仔,35 Kennedy Road,堅尼地道35號,,,Residential Building,住宅大廈,全幢,,1190,NA,NA,463.02, NA ,"24,500",18898.78,住宅（丙類）(6),kennedyroad35.jpg,無原業主資料,BOARD PROFIT LIMITED,,https://ps.hket.com/article/2395664,,114.1722,22.2738,835786.2,814994.5,114.1722,22.2738,835786.2,814994.5
13/4/2018,HK,CAB,銅鑼灣,11 Keswick Street,敬誠街11號,,,Composite Building,商住大廈,全幢,,NA,900,900,163.8,"182,000.00",NA,NA,商業,keswickstreet11.jpg,無原業主資料,UNION LUCK PROPERTIES LIMITED,,https://finance.mingpao.com/fin/dailyp/20180414/1523645731871/%E7%92%B0%E7%90%83%E5%A4%A7%E5%BB%8811%E6%A8%93%E9%80%BE7-3%E5%84%84%E6%B2%BD-%E5%91%8E%E5%83%B94-4%E8%90%AC%E6%96%B0%E9%AB%98,,114.1865,22.2786,837260,815526.1,114.1865,22.2786,837260,815526.1
14/1/2019,HK,QYB,鰂魚涌,1025-1037 King's Road,英皇道1025-1037號,Westlands Gardens,惠安苑,Shop,商舖,地下,G7,NA,"2,150",2150,179,"83,255.81",NA,NA,住宅（甲類）,kingsroad1025-1037.jpg,HENRY CHEUNG,KEENLAND CORPORATE LIMITED,,,,114.2131,22.2856,840001.2,816301.6,114.2131,22.2856,840001.2,816301.6
6/7/2021,HK,QYB,鰂魚涌,1060 King's Road,英皇道1060號,Parkvale,栢蕙苑,Car Park,車位,一樓,64個私家車位，29個電單車位,NA,NA,NA,139.88, NA ,NA,NA,住宅（甲類）,kingsroad1060.jpg,無原業主資料,林子峰先生,,,,114.2133,22.284,840021.9,816124.4,114.2133,22.284,840021.9,816124.4
21/6/2021,HK,QYB,鰂魚涌,1060 King's Road,英皇道1060號,Parkvale,栢蕙苑,Shop,商舖,高層地下,全層,NA,"21,069",21069,260,"12,340.41",NA,NA,住宅（甲類）,kingsroad1060ug.jpg,麥當勞集團,HARBOUR ELITE HOLDINGS LIMITED,,,,114.2133,22.284,840021.9,816124.4,114.2133,22.284,840021.9,816124.4
21/6/2021,HK,QYB,鰂魚涌,1065 King's Road,英皇道1065號,Eastern Centre,東達中心,Shop,商舖,地下,C,NA,"3,325",3325,100.8,"30,315.79",NA,NA,商業,kingsroad1065.jpg,MR TANG,WEALTHY YIELD MANAGEMENT LIMITED,銀行,,,114.2142,22.2849,840114.6,816224.1,114.2142,22.2849,840114.6,816224.1
1/8/2019,HK,NP,北角,277-291 King's Road,英皇道277-291號,State Building,皇都大廈,Shop,商舖,地下,"15, 16, 17",NA,"1,000",1000,188,"188,000.00",NA,NA,商業/住宅,kingsroad277-291.jpg,無原業主資料,Mrs LEUNG,,,,114.1954,22.2906,838177.1,816855,114.1954,22.2906,838177.1,816855
31/1/2019,HK,NP,北角,310 King's Road,英皇道310號,Winner House,雲華大廈,Shop,商舖,"地下
地庫",PORTION,NA,"9700
2900",12600,152.24,"12,082.54",NA,NA,商業/住宅,kingsroad310.jpg,無原業主資料,Mr LEE,銀行,,,114.196,22.29,838238.9,816788.5,114.196,22.29,838238.9,816788.5
11/3/2021,HK,NP,北角,318-328 King's Road,英皇道318-328號,Hang Ying Building,恒英大廈,Office,辦公室,"地下
三樓
四樓",NA,NA,"200
16200
5200",21600,280,"12,962.96",NA,NA,商業/住宅,kingsroad318-328.jpg,無原業主資料,MISS WONG,,,,114.1964,22.2902,838280.1,816810.7,114.1964,22.2902,838280.1,816810.7
2/5/2019,HK,NP,北角,385 King's Road,英皇道385號,,,Composite Building,商住大廈,全幢,,NA,"4,027",4027,242.5,"60,218.52",NA,NA,商業/住宅,kingsroad385.jpg,無原業主資料,Mr LEUNG,,,,114.1984,22.291,838486.2,816899.3,114.1984,22.291,838486.2,816899.3
27/9/2019,HK,NP,北角,400-404 King's Road,英皇道400-404號,Ming Yuen Centre,明苑中心,Shop,商舖,地下,"1, 2",NA,"2,500",2500,156,"62,400.00",NA,NA,商業/住宅,kingsroad400-404.jpg,無原業主資料,Mr EDWIN LEONG SIU HUNG,,,,114.1987,22.2905,838517.1,816843.9,114.1987,22.2905,838517.1,816843.9
